ORF	gene	hmm_call	custom_call	biotradis_call	gumbel_call
MB1922C	 -	NE	NE	NE	NE
MB1923C	 -	NE	NE	NE	NE
MB1924	 -	NE	NE	NE	NE
MB1925	 -	NE	NE	NE	S
MB1926	 -	NE	NE	NE	NE
MB1927C	 -	NE	NE	NE	NE
MB1928	 -	NE	AMB	NE	NE
MB1929	 -	NE	NE	NE	NE
MB1931C	 -	NE	NE	NE	NE
MB1932C	 -	NE	NE	NE	S
MB1933	 -	NE	NE	NE	NE
MB1934C	 lppD	NE	NE	NE	NE
MB1935C	 lipJ	NE	NE	NE	NE
MB1936	 cinA	NE	NE	NE	NE
MB1937C	 nanT	NE	NE	NE	NE
MB1938	 -	NE	NE	NE	NE
MB1939	 -	NE	NE	NE	NE
MB1940C	 aao	NE	NE	NE	NE
MB1941C	 -	NE	NE	NE	NE
MB1942C	 -	NE	NE	NE	U
MB1943C	 katG	NE	NE	NE	NE
MB1944C	 len: 147 aa. Equivalent to Rv1909c len: 147 aa	NE	NE	NE	NE
MB1945C	 -	NE	NE	NE	U
MB1946C	 lppC	NE	ES	NE	U
MB1947C	 fadB5	NE	AMB	NE	NE
MB1948	 -	NE	NE	NE	NE
MB1949C	 -	NE	NE	NE	NE
MB1950	 aceA	NE	NE	NE	U
MB1951C	 PPE34	NE	NE	NE	NE
MB1952C	 PPE35b	NE	NE	NE	NE
MB1953C	 PPE35a	NE	NE	NE	NE
MB1954C	 -	NE	NE	NE	NE
MB1955	 -	NE	NE	NE	NE
MB1956C	 lppF	NE	NE	NE	NE
MB1957	 -	NE	NE	NE	NE
MB1958	 lipD	NE	NE	NE	NE
MB1959C	 -	NE	NE	NE	NE
MB1960	 fadD31	NE	NE	NE	NE
MB1961C	 mpt63	NE	NE	NE	NE
MB1962	 -	NE	NE	NE	U
MB1963C	 -	NE	NE	NE	NE
MB1964C	 -	NE	ES	NE	NE
MB1965C	 -	NE	ES	NE	NE
MB1966C	 -	NE	NE	NE	NE
MB1967	 tpx	NE	NE	NE	U
MB1968C	 fadE18	NE	AMB	NE	U
MB1969C	 fadE17	NE	ES	NE	NE
MB1970C	 echA13	NE	NE	NE	NE
MB1971	 -	NE	NE	NE	U
MB1972	 -	NE	NE	NE	NE
MB1973	 ephB	NE	NE	NE	NE
MB1974	 -	NE	NE	NE	U
MB1975	 ribA1	NE	NE	NE	NE
MB1976	 -	NE	NE	NE	S
MB1977C	 -	NE	NE	NE	NE
MB1978C	 -	NE	NE	NE	NE
MB1979C	 -	NE	NE	NE	NE
MB1980	 -	NE	NE	NE	NE
MB1981C	 lppG	NE	NE	NE	NE
MB1982	 -	NE	NE	NE	NE
MB1983C	 -	NE	NE	NE	NE
MB1984C	 -	NE	NE	NE	NE
MB1985C	 -	NE	NE	NE	NE
MB1986C	 -	NE	NE	NE	S
MB1987	 -	NE	NE	NE	NE
MB1988	 -	NE	NE	NE	NE
MB1989C	 -	NE	NE	NE	S
MB1988A	 len: 100 aa. Equivalent to Rv1954A len: 100 aa	NE	NE	NE	NE
MB1990	 -	NE	NE	NE	NE
MB1991	 -	NE	NE	NE	NE
MB1992	 -	NE	NE	NE	NE
MB1993C	 -	NE	NE	NE	NE
MB1994C	 -	NE	NE	NE	NE
MB1995C	 -	NE	NE	NE	NE
MB1996	 -	NE	NE	NE	NE
MB1997C	 -	NE	NE	NE	NE
MB1997A	 len: 90 aa. Equivalent to Rv1962A len: 90 aa	NE	NE	NE	NE
MB1998C	 -	NE	NE	NE	NE
MB1999	 yrbE3A	NE	NE	NE	NE
MB2000	 -	NE	NE	NE	NE
MB2001C	 -	NE	NE	NE	NE
MB2002C	 -	NE	NE	NE	NE
MB2003C	 nrdF1	NE	NE	NE	NE
MB2004C	 -	NE	NE	NE	NE
MB2004A	 len: 86 aa. Equivalent to Rv1982A len: 86 aa	NE	NE	NE	NE
MB2005	 PE_PGRS35	NE	NE	NE	NE
MB2006C	 cfp21	NE	NE	NE	NE
MB2007C	 -	NE	NE	NE	NE
MB2008	 -	NE	NE	NE	NE
MB2009	 -	NE	NE	NE	NE
MB2010	 -	NE	NE	NE	NE
MB2011C	 -	NE	NE	NE	U
MB2012C	 -	NE	NE	ES	NE
MB2013C	 -	NE	NE	NE	NE
MB2014C	 -	NE	NE	NE	U
MB2014A	 len: 82 aa. Equivalent to Rv1991A len: 82 aa	NE	NE	NE	NE
MB2015C	 ctpG	NE	NE	NE	S
MB2016C	 -	NE	NE	NE	NE
MB2017C	 -	NE	NE	NE	NE
MB2018	 -	NE	NE	NE	U
MB2019	 -	NE	NE	NE	NE
MB2020	 ctpF	NE	AMB	NE	NE
MB2021C	 -	NE	NE	NE	NE
MB2022C	 -	NE	NE	NE	NE
MB2023	 -	NE	NE	NE	NE
MB2024	 -	NE	NE	NE	NE
MB2025	 fabG3	NE	AMB	NE	U
MB2026C	 -	NE	AMB	NE	NE
MB2027C	 -	NE	AMB	NE	NE
MB2028C	 -	NE	NE	NE	U
MB2029	 otsB1	NE	AMB	NE	NE
MB2030C	 fdxA	NE	NE	NE	U
MB2031C	 -	NE	NE	NE	NE
MB2032	 -	NE	NE	NE	NE
MB2033	 -	NE	NE	NE	NE
MB2034C	 -	NE	NE	AMB	NE
MB2035	 -	NE	NE	NE	U
MB2036	 -	NE	ES	ES	NE
MB2037	 -	NE	NE	NE	NE
MB2038C	 -	NE	NE	NE	NE
MB2039	 -	NE	AMB	NE	U
MB2040	 -	NE	ES	ES	NE
MB2041	 -	NE	NE	NE	NE
MB2042	 -	NE	NE	NE	NE
MB2043C	 -	NE	NE	NE	NE
MB2044C	 -	NE	NE	NE	NE
MB2045C	 -	NE	NE	NE	NE
MB2046C	 -	ES	NE	NE	U
MB2047C	 -	NE	NE	NE	NE
MB2048C	 -	NE	NE	NE	NE
MB2049C	 RvD1-Rv2024c	NE	NE	NE	NE
MB2050C	 -	NE	NE	NE	U
MB2051C	 -	NE	ES	NE	NE
MB2052C	 -	NE	NE	NE	NE
MB2053C	 -	NE	NE	NE	NE
MB2054C	 pfkB	NE	NE	NE	NE
MB2055C	 -	NE	NE	NE	NE
MB2056C	 -	NE	NE	NE	NE
MB2057C	 hspX	NE	NE	NE	U
MB2058	 -	NE	NE	NE	NE
MB2059C	 -	NE	NE	NE	U
MB2060	 -	NE	ES	ES	NE
MB2061	 -	NE	NE	NE	NE
MB2062	 -	GD	NE	NE	U
MB2063C	 -	GD	AMB	NE	U
MB2064C	 -	NE	ES	NE	NE
MB2065C	 -	NE	NE	NE	U
MB2066C	 -	NE	NE	NE	NE
MB2067C	 -	NE	NE	NE	U
MB2068C	 -	NE	NE	NE	NE
MB2069C	 pncA	NE	NE	NE	NE
MB2070C	 -	NE	NE	NE	NE
MB2071C	 lipT	NE	AMB	NE	NE
MB2072	 lppI	NE	NE	NE	U
MB2073C	 -	NE	NE	NE	U
MB2074C	 pks12	NE	AMB	NE	S
MB2075C	 -	ES	NE	NE	U
MB2076	 -	NE	ES	ES	U
MB2077C	 ppm1	NE	NE	NE	NE
MB2078C	 -	NE	NE	NE	NE
MB2079C	 -	NE	NE	NE	NE
MB2080	 -	NE	NE	NE	NE
MB2081C	 rpsR2	NE	NE	NE	S
MB2082C	 rpsN2	NE	NE	NE	S
MB2083C	 rpmG1	NE	NE	NE	S
MB2084C	 rpmB2	NE	NE	NE	NE
MB2086	 -	NE	NE	ES	NE
MB2085	 -	NE	NE	NE	NE
MB2087C	 -	NE	NE	NE	U
MB2088C	 cobN	NE	NE	NE	NE
MB2089	 -	NE	NE	NE	NE
MB2089A	 len: 136 aa. Equivalent to Rv2063A len: 136 aa	NE	AMB	NE	U
MB2090	 cobG	NE	AMB	NE	NE
MB2091	 cobH	NE	NE	NE	NE
MB2092	 cobI	NE	NE	NE	U
MB2093C	 -	NE	NE	NE	NE
MB2094C	 blaC	NE	NE	NE	NE
MB2095	 sigC	NE	NE	NE	NE
MB2096C	 cobK	NE	NE	NE	NE
MB2097C	 cobM	NE	NE	NE	NE
MB2098C	 cobLb	NE	NE	NE	S
MB2099C	 cobLa	NE	NE	NE	NE
MB2100C	 -	NE	NE	NE	NE
MB2101C	 -	NE	NE	NE	NE
MB2102C	 -	NE	NE	NE	NE
MB2103C	 -	NE	NE	NE	NE
MB2104	 -	NE	NE	NE	U
MB2105	 -	NE	NE	NE	NE
MB2106	 lppJ	NE	NE	NE	NE
MB2107C	 -	NE	NE	NE	U
MB2108	 -	NE	NE	NE	NE
MB2109	 -	NE	NE	NE	NE
MB2110	 -	NE	NE	NE	S
MB2111	NA	NA	NE	NE	NA
MB2112	 -	NE	ES	NE	NE
MB2113	 -	NE	NE	NE	U
MB2114	 -	NE	NE	NE	U
MB2115	 pknJ	NE	NE	NE	U
MB2116C	 pepE	NE	NE	NE	NE
MB2117	 -	NE	NE	NE	NE
MB2118C	 -	NE	NE	NE	NE
MB2119C	 helY	NE	NE	NE	U
MB2120C	 tatC	NE	ES	ES	S
MB2121C	 tatA	NE	NE	ES	NE
MB2122C	 -	NE	NE	NE	NE
MB2123C	 -	NE	NE	NE	NE
MB2124C	 -	NE	NE	NE	NE
MB2125C	 PE_PGRS36	NE	NE	NE	NE
MB2126	 -	NE	NE	NE	NE
MB2127	 helZ	NE	NE	NE	NE
MB2128	 -	NE	NE	NE	NE
MB2129C	 -	NE	NE	NE	S
MB2130C	 -	NE	NE	ES	NE
MB2131	 PE22	NE	NE	NE	NE
MB2132	 PPE36	ES	NE	NE	ES
MB2133C	 prcA	ES	ES	ES	ES
MB2134C	 prcB	ES	ES	ES	S
MB2135C	 -	NE	ES	ES	NE
MB2136C	 -	NE	NE	NE	NE
MB2137	 -	NE	NE	NE	NE
MB2138	 -	NE	NE	NE	NE
MB2139C	 -	NE	NE	NE	NE
MB2140	 lppK	NE	NE	NE	S
MB2141	 -	NE	NE	ES	NE
MB2142C	 -	NE	NE	NE	NE
MB2143	 -	NE	NE	NE	NE
MB2144C	 -	GD	NE	NE	U
MB2145C	 hisG	GD	ES	ES	S
MB2146C	 hisE	NE	ES	ES	U
MB2147	 PPE37	NE	NE	NE	NE
MB2148C	 metH	NE	NE	NE	NE
MB2149	 -	NE	NE	NE	NE
MB2150C	 -	NE	NE	NE	NE
MB2151	 ansP1	NE	NE	NE	S
MB2152	 -	NE	NE	NE	NE
MB2153C	 -	ES	NE	NE	ES
MB2154C	 cysS2	NE	ES	ES	NE
MB2155C	 cysQ	NE	NE	NE	S
MB2156	 -	NE	NE	NE	NE
MB2157C	 -	NE	NE	NE	NE
MB2158C	 -	NE	NE	NE	U
MB2159C	 -	NE	AMB	ES	NE
MB2160C	 -	NE	NE	NE	NE
MB2161C	 -	ES	NE	NE	ES
MB2162	 lppL	ES	ES	AMB	U
MB2163	 pyrD	NE	ES	AMB	NE
MB2164C	 TB18.6	NE	NE	NE	NE
MB2165C	 -	NE	NE	NE	S
MB2166C	 -	NE	NE	NE	S
MB2166A	 len: 71 aa. Equivalent to Rv2142A len: 71 aa	NE	NE	NE	NE
MB2167	 -	NE	NE	NE	NE
MB2168C	 -	ES	NE	NE	U
MB2169C	 wag31	NE	ES	ES	S
MB2170C	 -	ES	ES	ES	U
MB2171C	 -	NE	NE	ES	NE
MB2172C	 -	NE	NE	NE	NE
MB2173C	 yfiH	ES	NE	NE	U
MB2174C	 ftsZ	ES	ES	ES	U
MB2175C	 ftsQ	ES	AMB	ES	ES
MB2176C	 murC	ES	ES	ES	U
MB2177C	 murG	ES	ES	ES	ES
MB2178C	 ftsW	ES	ES	AMB	ES
MB2179C	 -	ES	ES	ES	U
MB2180C	 murX	ES	ES	ES	ES
MB2181C	 murF	ES	ES	ES	U
MB2182C	 murE	NE	ES	ES	NE
MB2183C	 -	NE	AMB	NE	NE
MB2184C	 -	NE	NE	NE	NE
MB2185C	 -	NE	NE	NE	NE
MB2186C	 PE_PGRS38	ES	AMB	NE	ES
MB2187C	 pbpB	ES	ES	ES	U
MB2188C	 -	GD	ES	ES	U
MB2189C	 -	ES	ES	NE	U
MB2190C	 -	ES	ES	AMB	U
MB2191C	 -	NE	ES	ES	NE
MB2192	 -	NE	NE	NE	NE
MB2193	 lppM	ES	NE	NE	ES
MB2194C	 -	GD	ES	ES	NE
MB2195	 idsA2	ES	AMB	NE	ES
MB2196	 -	NE	ES	ES	NE
MB2197C	 -	NE	NE	NE	NE
MB2198	 pknL	NE	NE	NE	NE
MB2199C	 -	NE	NE	NE	NE
MB2200C	 aroG	NE	ES	ES	NE
MB2201C	 -	NE	ES	AMB	NE
MB2202C	 -	NE	NE	NE	NE
MB2203	 -	ES	NE	NE	U
MB2204C	 -	NE	AMB	ES	NE
MB2205C	 -	NE	NE	NE	NE
MB2206C	 -	NE	NE	NE	NE
MB2207C	 TB16.3	NE	NE	NE	U
MB2208C	 -	NE	NE	NE	NE
FADD15	NA	NA	NE	NE	NA
MB2210	 fadD15	ES	NE	NE	ES
MB2211C	 -	NE	ES	ES	U
MB2212C	 -	NE	AMB	NE	NE
MB2213C	 -	NE	NE	NE	NE
MB2214	 -	ES	NE	NE	U
MB2215C	 trpD	ES	ES	ES	ES
MB2216	 ctaE	ES	ES	ES	U
MB2217	 qcrC	ES	ES	ES	ES
MB2218	 qcrA	ES	ES	ES	ES
MB2219	 qcrB	NE	ES	ES	NE
MB2220C	 -	ES	NE	NE	U
MB2221C	 mmpS3	NE	ES	ES	U
MB2222C	 -	ES	NE	NE	ES
MB2223C	 ctaC	ES	AMB	ES	ES
MB2224	 asnB	GD	ES	ES	NE
MB2225C	 cbhK	NE	AMB	NE	NE
MB2226	 -	NE	NE	NE	S
MB2227C	 -	NE	NE	NE	NE
MB2228C	 -	NE	NE	NE	NE
MB2229	 -	NE	NE	NE	NE
MB2230	 cobT	NE	ES	NE	NE
MB2231	 cobS	NE	NE	NE	NE
MB2232	 -	ES	NE	NE	ES
MB2233C	 ilvE	NE	AMB	ES	NE
MB2234C	 gcvT	NE	NE	NE	U
MB2235	 -	NE	NE	NE	NE
MB2236	 pepB	NE	NE	NE	NE
MB2237C	 ephD	NE	NE	NE	NE
MB2238	 sucB	NE	AMB	NE	NE
MB2239	 -	GD	NE	NE	U
MB2240	 lipB	GD	ES	NE	ES
MB2241	 lipA	NE	ES	NE	U
MB2242	 -	NE	AMB	NE	NE
MB2243C	 -	ES	NE	NE	ES
MB2244	 glnA1	GD	ES	AMB	ES
MB2245C	 glnE	ES	ES	AMB	ES
MB2246C	 glnA2	NE	ES	AMB	U
MB2247C	 -	NE	NE	NE	NE
MB2248C	 -	ES	NE	NE	ES
MB2249	 panB	NE	ES	AMB	NE
MB2250	 -	NE	NE	NE	U
MB2251	 -	NE	NE	NE	NE
MB2252	 -	NE	NE	NE	U
MB2253C	 -	NE	NE	NE	NE
MB2254C	 -	NE	ES	NE	NE
MB2255C	 -	NE	ES	NE	NE
MB2256C	 cobC	NE	NE	NE	NE
MB2256A	 len: 141 aa. Equivalent to Rv2231A len: 141 aa	NE	NE	NE	S
MB2256B	 len: 58 aa. Equivalent to Rv2231B len: 58 aa	NE	AMB	NE	NE
MB2257	 -	NE	NE	NE	NE
MB2258	 ptpA	ES	NE	NE	ES
MB2259	 -	NE	ES	ES	NE
MB2260C	 cobD	NE	NE	NE	NE
MB2261	 -	NE	NE	NE	NE
MB2261A	 len: 78 aa. Equivalent to Rv2237A len: 78 aa	NE	NE	NE	S
MB2262C	 ahpE	NE	ES	NE	NE
MB2263C	 -	NE	ES	AMB	NE
MB2264C	 len: 196 aa. Equivalent to Rv2240c len: 196 aa	NE	NE	NE	NE
MB2265	 aceE	ES	NE	NE	ES
MB2266	 -	ES	ES	ES	U
MB2267	 fabD	ES	ES	AMB	U
MB2268	 acpM	ES	ES	NE	ES
MB2269	 kasA	ES	ES	ES	ES
MB2270	 kasB	GD	ES	ES	ES
MB2271	 accD6	NE	ES	ES	NE
MB2272	 -	NE	NE	NE	U
MB2273C	 glpD1	NE	AMB	NE	NE
MB2274C	 -	NE	NE	NE	U
MB2275	 -	NE	AMB	NE	U
MB2276	 -	NE	NE	NE	NE
MB2277	 -	NE	NE	NE	NE
MB2278C	 -	NE	NE	NE	S
MB2279C	 -	NE	NE	NE	U
MB2280C	 -	NE	ES	ES	NE
MB2281C	 -	NE	NE	NE	NE
MB2282C	 -	GD	NE	NE	ES
MB2283	 adhE2	GD	ES	NE	NE
MB2284	 -	NE	NE	NE	NE
MB2285C	 -	NE	NE	NE	NE
MB2286	 -	NE	NE	NE	NE
MB2287C	 -	NE	NE	NE	NE
MB2288	 -	NE	NE	NE	NE
MB2289	 cyp124	NE	NE	NE	NE
MB2290C	 -	GD	NE	NE	U
MB2291C	 cyp128	NE	ES	NE	NE
MB2292C	 -	NE	NE	NE	NE
MB2293	 lppN	NE	NE	NE	NE
MB2294	 -	NE	NE	NE	NE
MB2295	 -	NE	NE	NE	S
MB2296	 -	NE	NE	NE	NE
MB2297C	 -	NE	NE	NE	NE
MB2297A	 len: 82 aa. Equivalent to Rv2274A len: 82 aa	NE	NE	NE	NE
MB2298	 -	NE	NE	NE	NE
MB2299	 cyp121	NE	NE	NE	NE
MB2300C	 -	NE	AMB	NE	NE
MB2301	 -	NE	NE	NE	U
MB2302	 pitB	NE	NE	NE	U
MB2303C	 -	NE	ES	AMB	S
MB2304	 -	NE	NE	NE	NE
MB2305	 lipM	NE	NE	NE	NE
MB2306	 -	NE	NE	NE	S
MB2307C	 -	NE	NE	NE	NE
MB2308C	 -	NE	NE	NE	U
MB2309	 yjcE	NE	NE	NE	S
MB2310	 -	NE	NE	NE	NE
MB2311	 cdh	NE	NE	NE	S
MB2312	 lppOa	NE	NE	NE	NE
MB2313	 lppOb	NE	NE	NE	NE
MB2314	 sseB	NE	NE	NE	NE
MB2315C	 -	NE	NE	NE	NE
MB2316	 -	NE	NE	NE	NE
MB2317	 -	NE	NE	NE	NE
MB2318	 -	NE	NE	NE	U
MB2319	 -	NE	NE	NE	NE
MB2320	 -	NE	NE	NE	NE
MB2321C	 htpG	NE	NE	NE	NE
MB2322C	 -	NE	NE	NE	NE
MB2323	 cut2	NE	NE	NE	S
MB2324	 -	NE	NE	NE	NE
MB2325C	 -	NE	NE	NE	S
MB2326C	 -	NE	NE	ES	NE
MB2327	 -	NE	NE	NE	NE
MB2328	 -	NE	NE	NE	NE
MB2329	 -	NE	NE	NE	NE
MB2330C	 -	NE	NE	NE	S
MB2331C	 -	NE	NE	NE	NE
MB2332C	 -	NE	NE	NE	S
MB2333C	 -	NE	NE	NE	NE
MB2334	 -	NE	NE	NE	S
MB2335C	 -	NE	NE	NE	NE
MB2336	 -	NE	NE	NE	S
MB2337	 -	NE	AMB	NE	NE
MB2338	 -	NE	NE	NE	NE
MB2339	 -	NE	NE	NE	NE
MB2340C	 -	NE	NE	NE	NE
MB2341C	 -	NE	NE	NE	NE
MB2342C	 -	NE	NE	NE	NE
MB2343	 uspA	NE	NE	NE	NE
MB2344	 uspB	NE	NE	NE	NE
MB2345	 uspC	NE	NE	NE	NE
MB2346C	 -	NE	NE	NE	NE
MB2347C	 rocE	NE	NE	NE	NE
MB2348C	 rocD2	NE	NE	NE	NE
MB2349C	 rocD1	NE	NE	NE	NE
MB2350C	 -	NE	NE	NE	S
MB2351	 -	NE	NE	NE	NE
MB2352C	 -	NE	NE	NE	U
MB2353C	 -	NE	NE	NE	U
MB2354	 -	NE	AMB	NE	NE
MB2355	 PE23	NE	NE	NE	NE
MB2356C	 narK1	NE	NE	NE	NE
MB2357C	 lppP	NE	NE	NE	NE
MB2358	 -	NE	NE	NE	NE
MB2359	 -	NE	NE	NE	NE
MB2360	 mez	NE	NE	NE	NE
MB2361C	 -	NE	NE	NE	NE
MB2362	 cysK1	NE	NE	NE	NE
MB2363	 -	NE	NE	NE	NE
MB2364	 -	NE	NE	NE	NE
MB2365C	 -	NE	NE	NE	NE
MB2366C	 moeW	NE	NE	NE	NE
MB2367	 mmpL9a	GA	NE	NE	NE
MB2368	 mmpL9b	GA	NE	NE	NE
MB2369C	 PE_PGRS39	GA	NE	NE	S
MB2370	 lppQ	GA	NE	NE	S
MB2371	 -	ES	NE	NE	ES
MB2372C	 dnaG	NE	ES	ES	NE
MB2373C	 dgt	NE	NE	NE	NE
MB2374	 -	NE	NE	NE	S
MB2375C	 esxO	NE	NE	NE	NE
MB2376C	 PPE71	NE	NE	NE	U
MB2377C	 PPE40	ES	NE	NE	U
MB2378C	 glyS	NE	ES	ES	NE
MB2379	 -	NE	NE	NE	NE
MB2380	 furB	NE	NE	NE	NE
MB2381C	 -	ES	NE	NE	ES
MB2382C	 -	GD	ES	ES	U
MB2383C	 -	GD	AMB	NE	NE
MB2384	 amiA2	GD	ES	NE	U
MB2385C	 era	GD	ES	AMB	NE
MB2386C	 -	NE	NE	NE	NE
MB2387C	 -	NE	NE	NE	U
MB2388C	 -	NE	NE	NE	NE
MB2389C	 phoH1	NE	NE	NE	S
MB2390C	 -	NE	NE	NE	NE
MB2391C	 -	NE	NE	NE	S
MB2392	 PE_PGRS40	NE	NE	NE	NE
MB2393C	 -	NE	NE	NE	U
MB2394C	 dnaJ2	NE	ES	ES	NE
MB2395C	 hrcA	NE	NE	NE	NE
MB2396	 -	NE	NE	NE	S
MB2397C	 cfp2	NE	NE	NE	S
MB2398C	 mbtH	NE	NE	NE	NE
MB2399C	 mbtG	NE	AMB	NE	NE
MB2400C	 mbtF	NE	NE	NE	NE
MB2401C	 mbtE	NE	AMB	NE	U
MB2402C	 mbtD	GD	ES	NE	ES
MB2403C	 mbtC	NE	ES	ES	U
MB2404C	 mbtB	NE	NE	NE	NE
MB2405	 mbtA	NE	NE	NE	NE
MB2406	 mbtJ	GD	NE	NE	U
MB2407C	 mbtI	GA	ES	NE	NE
MB2407A	NA	NA	NE	NE	NA
MB2408	 -	GA	NE	NE	NE
MB2409C	 hemN	GA	NE	NE	NE
MB2410C	 rpfD	GA	NE	NE	NE
MB2411C	 -	ES	NE	NE	ES
MB2412	 nirA	ES	ES	ES	U
MB2413	 cysH	NE	ES	NE	U
MB2414	 -	NE	ES	ES	NE
MB2415	 ggtB	NE	NE	NE	NE
MB2416	 -	NE	NE	NE	NE
MB2417	 -	NE	NE	NE	S
MB2417A	 len: 71 aa. Equivalent to Rv2395A len: 71 aa	NE	NE	ES	S
MB2417B	 len: 54 aa. Equivalent to Rv2395B len: 54 aa	NE	NE	NE	NE
MB2418	 PE_PGRS41	ES	NE	NE	ES
MB2419C	 cysA1	ES	ES	ES	ES
MB2420C	 cysW	ES	ES	ES	U
MB2421C	 cysT	ES	ES	ES	U
MB2422C	 subI	NE	ES	AMB	NE
MB2423	 -	NE	NE	NE	S
MB2424C	 -	NE	NE	ES	NE
MB2425	 -	NE	NE	NE	NE
MB2426C	 lppR	NE	NE	NE	NE
MB2427C	 lepA	NE	NE	NE	NE
MB2428	 -	NE	NE	NE	NE
MB2429C	 -	NE	NE	NE	NE
MB2430	 -	NE	NE	NE	NE
MB2431	 PE24	NE	NE	NE	NE
MB2432C	 -	NE	NE	NE	NE
MB2433C	 -	NE	NE	NE	NE
MB2434C	 -	ES	NE	NE	S
MB2435	 rpsT	ES	ES	NE	U
MB2436C	 -	NE	ES	ES	NE
MB2437C	 -	NE	NE	NE	NE
MB2438C	 -	GD	NE	NE	NE
MB2439C	 -	NE	NE	NE	U
MB2440C	 -	NE	NE	NE	U
MB2441C	 -	NE	NE	NE	NE
MB2442C	 -	NE	NE	NE	NE
MB2443C	 -	NE	NE	NE	U
MB2444C	 nadD	NE	ES	ES	NE
MB2445	 -	NE	NE	NE	NE
MB2446	 -	NE	NE	NE	NE
MB2447C	 -	NE	NE	NE	S
MB2448C	 -	NE	NE	ES	NE
MB2449C	 -	NE	NE	NE	NE
MB2450C	 -	NE	NE	NE	NE
MB2451C	 proA	NE	NE	NE	NE
MB2452C	NA	NA	NE	NE	NA
MB2453C	NA	NA	NE	ES	NA
MB2454	 ahpC	NE	ES	AMB	NE
MB2455	 ahpD	NE	NE	NE	NE
MB2456C	 PPE41	NE	NE	NE	NE
MB2457C	 PE25	NE	NE	NE	NE
MB2458C	 -	NE	NE	NE	S
MB2459C	 -	NE	NE	NE	U
MB2460C	 -	NE	AMB	NE	U
MB2461C	 -	NE	NE	NE	NE
MB2462	 rbsK	NE	AMB	NE	NE
MB2463	 -	ES	NE	NE	U
MB2464C	 nadE	ES	ES	ES	NE
MB2465	 -	ES	AMB	ES	U
MB2466C	 proB	ES	ES	ES	ES
MB2467C	 obg	ES	ES	ES	U
MB2468C	 rpmA	ES	ES	NE	U
MB2469C	 rplU	NE	ES	ES	NE
MB2470	 dctA	ES	NE	NE	ES
MB2471C	 rne	NE	ES	ES	U
MB2472C	 ndkA	NE	NE	NE	NE
MB2473C	 -	ES	NE	NE	ES
MB2474C	 folC	ES	ES	NE	ES
MB2475C	 valS	NE	ES	ES	NE
MB2476C	 -	NE	NE	NE	NE
MB2477C	 rpfE	NE	NE	NE	NE
MB2478	 -	NE	NE	NE	S
MB2479C	 -	NE	NE	NE	NE
MB2480C	 mobA	NE	NE	NE	NE
MB2481C	 -	NE	NE	NE	NE
MB2482C	 -	NE	NE	NE	NE
MB2483C	 -	ES	NE	NE	ES
MB2484C	 clpX	NE	ES	ES	NE
MB2485	 mmuM	NE	NE	NE	NE
MB2486	 -	ES	NE	NE	U
MB2487C	 clpP2	ES	ES	ES	U
MB2488C	 clpP1	NE	ES	ES	NE
MB2489C	 tig	NE	NE	NE	S
MB2490	 lipP	NE	NE	NE	NE
MB2491C	 -	NE	NE	NE	U
MB2492C	 -	NE	ES	ES	NE
MB2493C	 -	NE	NE	NE	NE
MB2494	 pepN	NE	NE	NE	NE
MB2495C	 -	NE	NE	NE	S
MB2495A	 len: 77 aa. Equivalent to Rv2468A len: 77 aa	NE	NE	NE	NE
MB2496C	 -	NE	NE	NE	NE
MB2497	 glbO	NE	NE	NE	NE
MB2498	 aglA	NE	NE	NE	NE
MB2499	 -	NE	NE	NE	NE
MB2500	 -	NE	NE	NE	NE
MB2501C	 -	NE	NE	NE	NE
MB2502C	 -	NE	NE	NE	NE
MB2503C	 gdh	ES	NE	NE	ES
MB2504C	 -	NE	ES	ES	NE
MB2505C	 -	NE	NE	NE	NE
MB2506C	 -	NE	NE	NE	NE
MB2507C	 plsB2	NE	NE	NE	U
MB2508C	 plsC	NE	NE	NE	NE
MB2509C	 -	NE	NE	NE	NE
MB2510C	 lipQ	NE	NE	NE	S
MB2511	 echA14	NE	NE	NE	NE
MB2512C	 PE_PGRS42d	NE	AMB	NE	NE
MB2513C	 PE_PGRS42b	NE	ES	NE	NE
MB2514C	 PE_PGRS42a	NE	NE	NE	NE
MB2515C	 -	NE	NE	NE	NE
MB2516C	 -	NE	NE	NE	NE
MB2517C	 PE_PGRS43b	NE	AMB	NE	NE
MB2518C	 PE_PGRS43a	NE	NE	NE	NE
MB2519	 -	GD	NE	NE	NE
MB2520	 -	N/A	NE	NE	S
MB2521	 -	NE	NE	NE	NE
MB2522	 -	NE	NE	NE	U
MB2523C	 pdhC	NE	ES	NE	NE
MB2524C	 pdhB	NE	ES	NE	NE
MB2525C	 pdhA	NE	NE	NE	NE
MB2526C	 citE	GD	AMB	NE	U
MB2527C	 -	GD	ES	ES	NE
MB2528C	 fadE19	NE	AMB	NE	U
MB2529C	 accA1	NE	AMB	NE	U
MB2530C	 accD1	NE	NE	NE	U
MB2531C	 scoB	NE	ES	ES	NE
MB2532C	 scoA	NE	NE	NE	NE
MB2533C	 fadD35	NE	NE	NE	NE
MB2534	 -	NE	NE	NE	NE
MB2535	 -	NE	AMB	AMB	U
MB2536C	 -	NE	NE	NE	U
MB2537	 -	NE	AMB	AMB	NE
MB2538C	 -	NE	NE	NE	NE
MB2539	 orn	NE	NE	NE	S
